,target,day,strength,num_trajectories,pHat,pHat_std,FS_avg,FS_std,FS_conditional,FS_conditional_std
44,w2,5,0.4,100,0.69,0.04624932431938871,0.5480780000000001,0.03672902371640172,0.7942,0.0012261246439543075
158,w2,5,0.5,100,0.75,0.04330127018922193,0.576268,0.03326109273250054,0.768184,0.0015474745476277009
59,w2,5,0.6,100,0.73,0.044395945760846225,0.5505500000000001,0.03347093967907085,0.7540219178082193,0.0013333408736851402
177,w2,5,0.7,100,0.8,0.04,0.589592,0.02949628843363178,0.736895,0.00181310498523941
344,w2,5,0.8,100,0.76,0.04270831300812525,0.549822,0.030908655473184204,0.723371052631579,0.0016475983694707477
237,w2,5,0.9,100,0.7,0.045825756949558406,0.498388,0.0326260899060859,0.71182,0.001780268954686456
58,w2,5,1.0,100,0.71,0.04537620521815371,0.499156,0.03191255484350948,0.7028957746478874,0.002057564207658186
178,w2,5,1.1,100,0.73,0.044395945760846225,0.503726,0.030656754512505074,0.6899397260273974,0.002083077262804933
43,w2,5,1.2,100,0.71,0.04537620521815371,0.4864360000000001,0.031093975285254215,0.6849887323943663,0.0018074056360130525
159,w2,5,1.3,100,0.7,0.045825756949558406,0.4745060000000001,0.031073070457230324,0.6777514285714286,0.0018438267027085246
454,w2,5,1.4,100,0.68,0.0466476151587624,0.45770000000000005,0.031417647715893685,0.6729441176470589,0.0023507373708365783
342,w2,5,1.5,100,0.7,0.045825756949558406,0.46337000000000006,0.030360544576802307,0.661837142857143,0.002339137440385788
360,w2,5,1.6,100,0.67,0.04702127178203499,0.44290999999999997,0.031111687112723413,0.660934328358209,0.002515457716136346
244,w2,5,1.7,100,0.69,0.04624932431938871,0.449518,0.030154099037444308,0.651336231884058,0.0023749143815602323
83,w2,5,1.8,100,0.73,0.044395945760846225,0.47092,0.0286761523220951,0.6449808219178083,0.0024412270751262965
190,w2,5,1.9,100,0.74,0.04386342439892262,0.476066,0.02824781549854785,0.6432135135135135,0.002249942231483319
312,w2,5,2.0,100,0.66,0.04737087712930804,0.41833,0.030039819223823566,0.6336848484848486,0.002204732619800612
430,w2,5,2.1,100,0.69,0.04624932431938871,0.438052,0.029381995115376352,0.6347304347826087,0.0022008374266362296
275,w2,5,2.2,100,0.72,0.0448998886412873,0.454168,0.028335031140974597,0.6306388888888889,0.0020031250234062857
383,w2,5,2.3,100,0.73,0.044395945760846225,0.454234,0.027656366074377887,0.6221068493150685,0.002347051770335921
203,w2,5,2.4,100,0.77,0.042083250825001625,0.47726,0.026110737944378366,0.6197168831168831,0.001996702799571712
93,w2,5,2.5,100,0.72,0.0448998886412873,0.44332199999999994,0.02766879742887284,0.6156027777777777,0.002126916322044851
132,w2,5,2.6,100,0.71,0.04537620521815371,0.43023000000000006,0.02752579406665683,0.6058478873239436,0.0022626521516996533
13,w2,5,2.7,100,0.62,0.048538644398046386,0.3745880000000001,0.029354559416894677,0.6039645161290325,0.0029111594973502317
295,w2,5,2.8,100,0.67,0.04702127178203499,0.40134000000000003,0.028186882551995706,0.5988686567164179,0.002275972306433776
410,w2,5,2.9,100,0.66,0.04737087712930804,0.3942320000000001,0.028312670198340533,0.5971636363636363,0.0022506275386113372
131,w2,5,3.0,100,0.66,0.04737087712930804,0.39019800000000004,0.028024228873601502,0.5910181818181819,0.002397905143568524
14,w2,5,3.1,100,0.64,0.048,0.3777539999999999,0.028352686765807572,0.5900624999999999,0.0024917515292648563
202,w2,5,3.2,100,0.72,0.0448998886412873,0.423338,0.026417754741082745,0.5878305555555554,0.002024935830877141
94,w2,5,3.3,100,0.63,0.048280430818293245,0.364066,0.027914035330636095,0.577720634920635,0.002209913939661747
274,w2,5,3.4,100,0.66,0.04737087712930804,0.38080600000000003,0.027345614413283897,0.5768060606060605,0.0021743304583464545
384,w2,5,3.5,100,0.79,0.0407308237088326,0.451498,0.023315613051343945,0.5714354430379747,0.0019886450922462725
311,w2,5,3.6,100,0.73,0.044395945760846225,0.416114,0.025336437674621896,0.5699342465753425,0.0020413700461076973
431,w2,5,3.7,100,0.74,0.04386342439892262,0.4172599999999999,0.02475913205263868,0.5637567567567567,0.0020011182785622064
142,w2,5,3.8,100,0.7,0.045825756949558406,0.391454,0.02566102630137774,0.5591171428571428,0.002288639174517693
28,w2,5,3.9,100,0.65,0.047696960070847276,0.36046999999999996,0.02647401962301909,0.5544123076923076,0.002350849281452471
18,w2,5,4.0,100,0.73,0.044395945760846225,0.400742,0.02440807264738451,0.5488602739726027,0.0022036006118835746
127,w2,5,4.1,100,0.77,0.042083250825001625,0.42330000000000007,0.02318100696691151,0.5496597402597403,0.0021804543199659375
90,w2,5,4.2,100,0.71,0.04537620521815371,0.3858140000000001,0.02468554544748809,0.5432929577464789,0.0020952060071584137
206,w2,5,4.3,100,0.68,0.0466476151587624,0.369198,0.02535724030646868,0.5427882352941177,0.0023944098764884176
387,w2,5,4.4,100,0.66,0.04737087712930804,0.35781799999999997,0.02570219805308488,0.5419999999999999,0.0021943202415130865
271,w2,5,4.5,100,0.7,0.045825756949558406,0.37221400000000004,0.02439577279038317,0.5316085714285713,0.0021815831574538464
426,w2,5,4.6,100,0.75,0.04330127018922193,0.39620000000000005,0.022907116798060817,0.5281493333333332,0.0020728941642776397
316,w2,5,4.7,100,0.6,0.04898979485566356,0.31565,0.025783865400672568,0.52586,0.002347435006791692
24,w2,5,4.8,100,0.66,0.04737087712930804,0.3470480000000001,0.024933907374497084,0.5256909090909091,0.0022506123309955937
146,w2,5,4.9,100,0.73,0.044395945760846225,0.384328,0.023406015896773203,0.5263835616438356,0.0020502333062033164
425,w2,5,5.0,100,0.73,0.044395945760846225,0.37739199999999995,0.02299069201568322,0.5168301369863014,0.0023290754710700075
354,w2,10,0.0,100,0.72,0.0448998886412873,0.6865680000000001,0.042801336495020804,0.9534694444444445,0.0005585220759231924
240,w2,10,0.1,100,0.71,0.04537620521815371,0.6383160000000001,0.040778192522965016,0.8989070422535211,0.0007624372428407659
434,w2,10,0.2,100,0.73,0.044395945760846225,0.622648,0.03785611740472074,0.8528356164383561,0.0009608226792263994
319,w2,10,0.3,100,0.68,0.0466476151587624,0.557032,0.0382043702966035,0.8190411764705883,0.0013043416906937473
50,w2,10,0.4,100,0.79,0.0407308237088326,0.624702,0.0322044206276095,0.7906708860759495,0.001189167784168059
162,w2,10,0.5,100,0.68,0.0466476151587624,0.5255640000000001,0.03605022123427261,0.7727558823529411,0.0015852960034269867
87,w2,10,0.6,100,0.7,0.045825756949558406,0.5268520000000001,0.03448775731995341,0.7525285714285714,0.0014573279194206891
198,w2,10,0.7,100,0.66,0.04737087712930804,0.487304,0.034979503424720025,0.7382090909090909,0.001873964638870009
364,w2,10,0.8,100,0.67,0.04702127178203499,0.48566000000000004,0.03408410345014227,0.7247194029850746,0.0017786038547450427
256,w2,10,0.9,100,0.63,0.048280430818293245,0.45024000000000003,0.03450506200545074,0.7145015873015873,0.0019637268623819023
86,w2,10,1.0,100,0.71,0.04537620521815371,0.499156,0.03191255484350948,0.7028957746478874,0.002057564207658186
199,w2,10,1.1,100,0.73,0.044395945760846225,0.5075999999999999,0.03088859647183731,0.6952465753424657,0.00198409710682195
49,w2,10,1.2,100,0.72,0.0448998886412873,0.49357000000000006,0.03079560700814322,0.6854111111111111,0.0019672154322613726
164,w2,10,1.3,100,0.69,0.04624932431938871,0.46830200000000005,0.03141794550826009,0.6785652173913043,0.0025287125188711754
433,w2,10,1.4,100,0.72,0.0448998886412873,0.48536,0.030292575063866723,0.6740027777777778,0.0022261094232848455
320,w2,10,1.5,100,0.7,0.045825756949558406,0.464714,0.030441489484583372,0.6637571428571428,0.0021476893814749588
353,w2,10,1.6,100,0.63,0.048280430818293245,0.41492999999999997,0.03180688433342693,0.6584285714285714,0.002310517354143129
241,w2,10,1.7,100,0.65,0.047696960070847276,0.42706999999999995,0.03134683414636955,0.6568615384615384,0.0021622295006059953
73,w2,10,1.8,100,0.75,0.04330127018922193,0.49044999999999994,0.02833226660540946,0.653784,0.0020557138062807603
182,w2,10,1.9,100,0.75,0.04330127018922193,0.482322,0.02788147483832231,0.6430000000000001,0.0022524984646683636
287,w2,10,2.0,100,0.68,0.0466476151587624,0.43596399999999996,0.02991977611948325,0.6409823529411764,0.002080622974040669
405,w2,10,2.1,100,0.73,0.044395945760846225,0.4638060000000001,0.028251343112142474,0.6352602739726028,0.002504360423070054
268,w2,10,2.2,100,0.75,0.04330127018922193,0.466138,0.02695690170550021,0.6214293333333333,0.002389811539447007
377,w2,10,2.3,100,0.77,0.042083250825001625,0.47618399999999994,0.026064313638383036,0.6183454545454544,0.0021563092484189633
225,w2,10,2.4,100,0.73,0.044395945760846225,0.45282399999999995,0.02755991397374092,0.6201506849315068,0.002191605406754176
112,w2,10,2.5,100,0.61,0.048774993593028795,0.37648599999999993,0.03011305686973676,0.6170065573770492,0.0022954049759262318
139,w2,10,2.6,100,0.66,0.04737087712930804,0.402776,0.028931254003931463,0.6101060606060605,0.002437464773391356
